S20902020014 05262978170888250919140245128128          0526297817                                                               
D201202509190533890   0114987080190011´Á¿Þ×Ñ¼ÞÖ³0.5MG¢SW£  0.5MG PTP      100T00001000000597000000597000006602805  525304       
D201202509190533891   0114987081184477±ÏÙ´ÂÄÊ²ºÞ³¼ÞÖ³3ÊÞÝ¢       PTP      100T00001000001317000001317000014802708  Q3A0159      
D201202509190533891   0214987080396017±ÛÌßØÉ-Ù¼ÞÖ³100MG¢»Ü 100MG PTP      100T00001000000717000000717000008002709  B24814       
D201202509190533891   0314987443384446´ÝÚ½Ä¼ÞÖ³200MG       200MG PTP      100T00001000016618000016618000188202711  P0859        
D201202509190533891   0414987051183127¸ÞÙÍÞ½Ê²ºÞ³¼ÞÖ³            PTP      100T00001000002280000002280000025802911  CXJ2402      
D201202509190533891   0514987413300612¼ÞÔÃÞ²±Ý½¼ÞÖ³10MG     10MG PTP      100T00001000014608000014608000166002712  589114       
D201202509190533892   0114987233102878½-¸Þ×¼ÞÖ³50MG         50MG PTP      100T00001000013174000013174000149702708  24088Y1      
D201202509190533892   0214987057649306ÀÞ-ÌÞÛÂ¸¼ÞÖ³2MG        2MG PTP      100T00001000013823000013823000157402812  D34V         
D201202509190533892   0314987081186518ÃÙÐ»ÙÀÝ¼ÞÖ³40MG¢DSEP  40MG PTP      140T00001000002156000002156000024222712  589015       
D201202509190533892   0414987035622611ÄÙÊÞÌßÀÝOD¼ÞÖ³15MG¢µ  15MG PTP       20T00002000008783000017566000107642712  4L86TDB3     
D201202509190533892   0514987080001911ËßÀÊÞ½ÀÁÝCA¼ÞÖ³1MG¢»   1MG PTP      100T00001000000925000000925000010402710  424X02       
D201202509190533893   0114987171659304ÒºÊÞ×ÐÝ¼ÞÖ³500UG¢SW£ 500UG PTP     1000T00001000005299000005299000059002709  724851       
D201202509190533893   0214987116530316ÒÄÎÙÐÝ´Ý»Ý´Ý¼ÞÖ³250M 250MG PTP      100T00001000000869000000869000010402709  97T03        
D201202509190533893   0314987081106998Ø¸¼±ÅOD¼ÞÖ³15MG       15MG PTP      100T00001000019661000019661000224702709  ULA0128      
D201202509190533893   0414987081189960Û·¿ÌßÛÌ´ÝNAÃ-Ìß100MG     100MG    7Ï²X1000003000001057000003171000012322804  50425        
D201202509190533893   0514987616003631ÍßÝÆ-ÄÞÙ Ìß×½ 32G      32G 4MM    14ÎÝX500001000001081000001081000000003003  RS7D11B-1    
D201202509190533988   0114987901128605±ÑÛ¼ÞËßÝ¼ÞÖ³5MG¢VTRS   5MG PTP      100T00001000000883000000883000010402809  MD0788       
D201202509190533988   0214987086170802¸ÞØÒËßØÄÞ¼ÞÖ³1MG¢»ÝÜ   1MG PTP      100T00001000000926000000926000010402802  AF0031A      
D201202509190533988   0314987185809900¼ÞÔÇËÞ±¼ÞÖ³50MG       (¶Â¾Ý²Ø) PTP  100T00001000007044000007044000082102612  Z008764      
D201202509190533988   0414987116530347ÒÄÎÙÐÝ´Ý»Ý´Ý¼ÞÖ³500M 500MG PTP      100T00001000000852000000852000010402707  77097        
D201202509190533989   0114987128305216ÏÝ¼ÞÔÛË¶ÁÕ³5MG±Ãµ½         5MG0.5MLX2·ÂÄ00002000006856000013712000076962612  D864265CA    
D201202509190534031   0114987086533485¹ÄÌßÛÌ´ÝÃ-Ìß20MG¢»ÝÜ    7X10CM    7Ï²X1000001000000800000000800000008892706  5L16SS       
D201202509190534131   0114987080598015Ëßµ¸ÞØÀ¿ÞÝ¼ÞÖ³15MG¢»  15MG PTP      100T00001000001022000001022000011702707  424803       
D201202509190534131   0214987081189960Û·¿ÌßÛÌ´ÝNAÃ-Ìß100MG     100MG    7Ï²X1000004000001057000004228000012322804  50425        
D201202509190534343   0114987081185719Ì´ÌÞ·¿½ÀÂÄ¼ÞÖ³10MG¢D  10MG PTP      100T00001000000542000000542000006102712  50301        
D201202509190534343   0214987058585030ÌÙÎÞ·»ÐÝÏÚ²Ý»Ý´Ý¼ÞÖ³  25MG PTP      100T00001000000926000000926000010402801  2502         
E200000280000262509191402                                                                                                       
