902690019,D20,1,20241205,8853729,01,1,4987123157575,¶ÝÃÞ»ÙÀÝ¼ÞÖ³8MG¢±½¶£PTP 8MG  100T,00001,000002629,000002629,00003130,2705,Y696A
902690019,D20,1,20241205,8853730,01,1,4987123875271,ÌÛ¾ÐÄÞ¼ÞÖ³40MG¢NIG£  PTP     100T,00001,000000555,000000555,00000640,2703,GW0091
902690019,D20,1,20241213,9162545,01,1,4987116530170,´¸ÒÂÄÊ²ºÞ³¼ÞÖ³HD PTP         100T,00001,000004248,000004248,00005020,2704,P2379
902690019,D20,1,20241213,9166143,01,1,4987116530170,´¸ÒÂÄÊ²ºÞ³¼ÞÖ³HD PTP         100T,00001,000004248,000004248,00005020,2704,P2379
902690019,D20,1,20241213,9166144,01,1,4987428879806,ËÕ°ÏÛ¸ÞÐÂ¸½50ÁÕ³ÐØµÍßÝ300ÀÝ² 2·ÂÄ,00001,000002214,000002214,00002436,2704,D739655GH
902690019,D20,1,20241216,9173344,01,1,4987116530170,´¸ÒÂÄÊ²ºÞ³¼ÞÖ³HD PTP         100T,00001,000004248,000004248,00005020,2704,P2379
902690019,D20,1,20241216,9173345,01,1,4987081183579,ÚÎÞÌÛ·»¼Ý¼ÞÖ³500mg¢DSEP£ PTP  50T,00001,000003145,000003145,00003495,2705,BQA0403
902690019,D20,1,20241216,9173347,01,1,4987058565032,ÌÙÆÄ×¾ÞÊßÑ¼ÞÖ³1MG±ÒÙPTP1MG   100T,00001,000000517,000000517,00000570,2706,2416
901660013,D20,1,20241216,19009,01,1,4987376711005,ÍÞÀË½ÁÝÒ¼Ù»Ý´Ý ¼ÞÖ³ £ PTP    6MG    100T,00001,000000544,000000544,00000610,2706,K03600
901660013,D20,1,20241216,19010,01,1,4987376181419,µÛÊßÀ¼ÞÝ´Ý»Ý´Ý ¼ÞÖ³   PTP    5MG    100T,00001,000000900,000000900,00001010,2701,J01000
901660013,D20,1,20241216,19011,01,1,4987123139182,2MG ¾Ù¼Ý ¼ÞÖ³         PTP    2MG    100T,00001,000000535,000000535,00000600,2910,KE011
901660013,D20,1,20241216,19012,01,1,4987058565032,ÌÙÆÄ×¾ÞÊßÑ ¼ÞÖ³ 1MG   PTP    1MG    100T,00001,000000500,000000500,00000570,2706,2417
902690019,D20,1,20241216,9225163,01,1,4987081103003,²ÅËÞÙ ·Õ³ÆÕ³ÌÝÏÂ»Þ²20MG    1·ÂÄX2,00002,000003958,000007916,00004359,2912,RWA0182
